pmid,first_author,lab_pi,lab,year,dataset_description,experiment_description,assay_term_id,assay_term_name,biosample_id,biosample_term_name,strain_background,experiment_dbxref,datafile_name,gbrowse_category,old_category,category,label,key
16122420,Pokholok,"Young, Richard A.",Whitehead Institute for Biomedical Research,2005,Pokholok_et_al_data.xls supplementary file provided by the authors at their supplementary website: http://web.wi.mit.edu/young/nucleosome/; contains the average ratio from experimental replicates for the histone H3K36me3 vs H3 ChIP-chip experiment for each microarray 60-mer probe midpoint.,"Pokholok et al. performed ChIP-chip assays to examine the distribution of methylated and acetylated histones in modififed nucleosomes across the budding yeast genome, finding both modifications to be associated with transcriptional activity, but with different pattern distributions relative to genes.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,E-WMIT-3,http://downloads.yeastgenome.org/published_datasets/Pokholok_2005_PMID_16122420/track_files/Pokholok_2005_histone_H3K36me3_vs_H3_YPD_ChIP_chip_V64.bedgraph,chromatin structure,histone modification,histone modification,H3K36me3_vs_H3_YPD_ChIP_chip,H3K36me3_vs_H3_YPD_ChIP_chip_V64
16122420,Pokholok,"Young, Richard A.",Whitehead Institute for Biomedical Research,2005,Pokholok_et_al_data.xls supplementary file provided by the authors at their supplementary website: http://web.wi.mit.edu/young/nucleosome/; contains the average ratio from experimental replicates for the histone H3K4me1 vs H3 ChIP-chip experiment for each microarray 60-mer probe midpoint.,"Pokholok et al. performed ChIP-chip assays to examine the distribution of methylated and acetylated histones in modififed nucleosomes across the budding yeast genome, finding both modifications to be associated with transcriptional activity, but with different pattern distributions relative to genes.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,E-WMIT-3,http://downloads.yeastgenome.org/published_datasets/Pokholok_2005_PMID_16122420/track_files/Pokholok_2005_histone_H3K4me1_vs_H3_YPD_ChIP_chip_V64.bedgraph,chromatin structure,histone modification,histone modification,H3K4me1_vs_H3_YPD_ChIP_chip,H3K4me1_vs_H3_YPD_ChIP_chip_V64
16122420,Pokholok,"Young, Richard A.",Whitehead Institute for Biomedical Research,2005,Pokholok_et_al_data.xls supplementary file provided by the authors at their supplementary website: http://web.wi.mit.edu/young/nucleosome/; contains the average ratio from experimental replicates for the histone H3K4me2 vs H3 ChIP-chip experiment for each microarray 60-mer probe midpoint.,"Pokholok et al. performed ChIP-chip assays to examine the distribution of methylated and acetylated histones in modififed nucleosomes across the budding yeast genome, finding both modifications to be associated with transcriptional activity, but with different pattern distributions relative to genes.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,E-WMIT-3,http://downloads.yeastgenome.org/published_datasets/Pokholok_2005_PMID_16122420/track_files/Pokholok_2005_histone_H3K4me2_vs_H3_YPD_ChIP_chip_V64.bedgraph,chromatin structure,histone modification,histone modification,H3K4me2_vs_H3_YPD_ChIP_chip,H3K4me2_vs_H3_YPD_ChIP_chip_V64
16122420,Pokholok,"Young, Richard A.",Whitehead Institute for Biomedical Research,2005,Pokholok_et_al_data.xls supplementary file provided by the authors at their supplementary website: http://web.wi.mit.edu/young/nucleosome/; contains the average ratio from experimental replicates for the histone H3K4me3 vs H3 ChIP-chip experiment for each microarray 60-mer probe midpoint.,"Pokholok et al. performed ChIP-chip assays to examine the distribution of methylated and acetylated histones in modififed nucleosomes across the budding yeast genome, finding both modifications to be associated with transcriptional activity, but with different pattern distributions relative to genes.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,E-WMIT-3,http://downloads.yeastgenome.org/published_datasets/Pokholok_2005_PMID_16122420/track_files/Pokholok_2005_histone_H3K4me3_vs_H3_YPD_ChIP_chip_V64.bedgraph,chromatin structure,histone modification,histone modification,H3K4me3_vs_H3_YPD_ChIP_chip,H3K4me3_vs_H3_YPD_ChIP_chip_V64
16122420,Pokholok,"Young, Richard A.",Whitehead Institute for Biomedical Research,2005,Pokholok_et_al_data.xls supplementary file provided by the authors at their supplementary website: http://web.wi.mit.edu/young/nucleosome/; contains the average ratio from experimental replicates for the histone H3K79me3 vs H3 ChIP-chip experiment for each microarray 60-mer probe midpoint.,"Pokholok et al. performed ChIP-chip assays to examine the distribution of methylated and acetylated histones in modififed nucleosomes across the budding yeast genome, finding both modifications to be associated with transcriptional activity, but with different pattern distributions relative to genes.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,E-WMIT-3,http://downloads.yeastgenome.org/published_datasets/Pokholok_2005_PMID_16122420/track_files/Pokholok_2005_histone_H3K79me3_vs_H3_YPD_ChIP_chip_V64.bedgraph,chromatin structure,histone modification,histone modification,H3K79me3_vs_H3_YPD_ChIP_chip,H3K79me3_vs_H3_YPD_ChIP_chip_V64
16122420,Pokholok,"Young, Richard A.",Whitehead Institute for Biomedical Research,2005,Pokholok_et_al_data.xls supplementary file provided by the authors at their supplementary website: http://web.wi.mit.edu/young/nucleosome/; contains the average ratio from experimental replicates for the histone H3K9ac vs H3 ChIP-chip experiment for each microarray 60-mer probe midpoint.,"Pokholok et al. performed ChIP-chip assays to examine the distribution of methylated and acetylated histones in modififed nucleosomes across the budding yeast genome, finding both modifications to be associated with transcriptional activity, but with different pattern distributions relative to genes.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,E-WMIT-3,http://downloads.yeastgenome.org/published_datasets/Pokholok_2005_PMID_16122420/track_files/Pokholok_2005_histone_H3K9ac_vs_H3_YPD_ChIP_chip_V64.bedgraph,chromatin structure,histone modification,histone modification,H3K9ac_vs_H3_YPD_ChIP_chip,H3K9ac_vs_H3_YPD_ChIP_chip_V64
16122420,Pokholok,"Young, Richard A.",Whitehead Institute for Biomedical Research,2005,Pokholok_et_al_data.xls supplementary file provided by the authors at their supplementary website: http://web.wi.mit.edu/young/nucleosome/; contains the average ratio from experimental replicates for the histone H4 vs whole cell extract ChIP-chip experiment for each microarray 60-mer probe midpoint.,"Pokholok et al. performed ChIP-chip assays to examine the distribution of methylated and acetylated histones in modififed nucleosomes across the budding yeast genome, finding both modifications to be associated with transcriptional activity, but with different pattern distributions relative to genes.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,E-WMIT-3,http://downloads.yeastgenome.org/published_datasets/Pokholok_2005_PMID_16122420/track_files/Pokholok_2005_histone_H4_vs_WCE_YPD_ChIP_chip_V64.bedgraph,chromatin structure,histone modification,histone modification,H4_vs_WCE_YPD_ChIP_chip,H4_vs_WCE_YPD_ChIP_chip_V64
16122420,Pokholok,"Young, Richard A.",Whitehead Institute for Biomedical Research,2005,Pokholok_et_al_data.xls supplementary file provided by the authors at their supplementary website: http://web.wi.mit.edu/young/nucleosome/; contains the average ratio from experimental replicates for the histone H4ac vs H3 ChIP-chip experiment for each microarray 60-mer probe midpoint.,"Pokholok et al. performed ChIP-chip assays to examine the distribution of methylated and acetylated histones in modififed nucleosomes across the budding yeast genome, finding both modifications to be associated with transcriptional activity, but with different pattern distributions relative to genes.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,E-WMIT-3,http://downloads.yeastgenome.org/published_datasets/Pokholok_2005_PMID_16122420/track_files/Pokholok_2005_histone_H4ac_vs_H3_H2O2_ChIP_chip_V64.bedgraph,chromatin structure,histone modification,histone modification,H4ac_vs_H3_H2O2_ChIP_chip,H4ac_vs_H3_H2O2_ChIP_chip_V64
16122420,Pokholok,"Young, Richard A.",Whitehead Institute for Biomedical Research,2005,Pokholok_et_al_data.xls supplementary file provided by the authors at their supplementary website: http://web.wi.mit.edu/young/nucleosome/; contains the average ratio from experimental replicates for the histone H4ac vs H3 ChIP-chip experiment for each microarray 60-mer probe midpoint.,"Pokholok et al. performed ChIP-chip assays to examine the distribution of methylated and acetylated histones in modififed nucleosomes across the budding yeast genome, finding both modifications to be associated with transcriptional activity, but with different pattern distributions relative to genes.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,E-WMIT-3,http://downloads.yeastgenome.org/published_datasets/Pokholok_2005_PMID_16122420/track_files/Pokholok_2005_histone_H4ac_vs_H3_YPD_ChIP_chip_V64.bedgraph,chromatin structure,histone modification,histone modification,H4ac_vs_H3_YPD_ChIP_chip,H4ac_vs_H3_YPD_ChIP_chip_V64
16122420,Pokholok,"Young, Richard A.",Whitehead Institute for Biomedical Research,2005,Pokholok_et_al_data.xls supplementary file provided by the authors at their supplementary website: http://web.wi.mit.edu/young/nucleosome/; contains the average ratio from experimental replicates for the IgG control ChIP-chip experiment for each microarray 60-mer probe midpoint.,"Pokholok et al. performed ChIP-chip assays to examine the distribution of methylated and acetylated histones in modififed nucleosomes across the budding yeast genome, finding both modifications to be associated with transcriptional activity, but with different pattern distributions relative to genes.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,E-WMIT-3,http://downloads.yeastgenome.org/published_datasets/Pokholok_2005_PMID_16122420/track_files/Pokholok_2005_IgG_control_ChIP_chip_V64.bedgraph,chromatin structure,histone modification,histone modification,IgG_control_ChIP_chip,IgG_control_ChIP_chip_V64
16122420,Pokholok,"Young, Richard A.",Whitehead Institute for Biomedical Research,2005,Pokholok_et_al_data.xls supplementary file provided by the authors at their supplementary website: http://web.wi.mit.edu/young/nucleosome/; contains the average ratio from experimental replicates for the no-antibody control ChIP-chip experiment for each microarray 60-mer probe midpoint.,"Pokholok et al. performed ChIP-chip assays to examine the distribution of methylated and acetylated histones in modififed nucleosomes across the budding yeast genome, finding both modifications to be associated with transcriptional activity, but with different pattern distributions relative to genes.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,E-WMIT-3,http://downloads.yeastgenome.org/published_datasets/Pokholok_2005_PMID_16122420/track_files/Pokholok_2005_no_antibody_control_YPD_ChIP_chip_V64.bedgraph,chromatin structure,histone modification,histone modification,no_antibody_control_YPD_ChIP_chip,no_antibody_control_YPD_ChIP_chip_V64
20835241,Kim,"Bentley, David",University of Colorado School of Medicine,2010,GSM594160_22925202_01_ratio.gff corresponding to GEO sample record GSM594160 supplied by the authors upon remapping to genome version V64 (UCSC sacCer3); contains normalized myc-tagged Nrd1 occupancy as measured by ChIP-chip.,"Kim et al. performed ChIP-chip to map the phosphorylation of Ser2, Ser5 and Ser7 in the C-terminal domain (CTD) repeats of RNA polymerase II as well as CTD associated termination factors Nrd1 and Pcf11 genome-wide in the budding yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,GSE23960,http://downloads.yeastgenome.org/published_datasets/Kim_2010_PMID_20835241/track_files/Kim_2010_Nrd1_ChIP_chip_V64.bedgraph,transcription regulation,mRNA processing,mRNA processing,Nrd1_ChIP_chip,Nrd1_ChIP_chip_V64
20835241,Kim,"Bentley, David",University of Colorado School of Medicine,2010,GSM594159_22925302_ratio.gff corresponding to GEO sample record GSM594159 supplied by the authors upon remapping to genome version V64 (UCSC sacCer3); contains normalized HA-tagged Pcf11 occupancy as measured by ChIP-chip.,"Kim et al. performed ChIP-chip to map the phosphorylation of Ser2, Ser5 and Ser7 in the C-terminal domain (CTD) repeats of RNA polymerase II as well as CTD associated termination factors Nrd1 and Pcf11 genome-wide in the budding yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE23960,http://downloads.yeastgenome.org/published_datasets/Kim_2010_PMID_20835241/track_files/Kim_2010_Pcf11_ChIP_chip_V64.bedgraph,transcription regulation,mRNA processing,mRNA processing,Pcf11_ChIP_chip,Pcf11_ChIP_chip_V64
20835241,Kim,"Bentley, David",University of Colorado School of Medicine,2010,GSM594161_29478802_Rat1GFP.gff corresponding to GEO sample record GSM594161 supplied by the authors upon remapping to genome version V64 (UCSC sacCer3); contains normalized GFP-tagged Rat1 occupancy as measured by ChIP-chip.,"Kim et al. performed ChIP-chip to map the phosphorylation of Ser2, Ser5 and Ser7 in the C-terminal domain (CTD) repeats of RNA polymerase II as well as CTD associated termination factors Nrd1 and Pcf11 genome-wide in the budding yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,GSE23960,http://downloads.yeastgenome.org/published_datasets/Kim_2010_PMID_20835241/track_files/Kim_2010_Rat1_ChIP_chip_V64.bedgraph,transcription regulation,mRNA processing,mRNA processing,Rat1_ChIP_chip,Rat1_ChIP_chip_V64
20835241,Kim,"Bentley, David",University of Colorado School of Medicine,2010,GSM594150_98017_ratio.gff corresponding to GEO sample record GSM594150 supplied by the authors upon remapping to genome version V64 (UCSC sacCer3); contains normalized RNA Polymerase II occupancy at 23C as measured by ChIP-chip.,"Kim et al. performed ChIP-chip to map the phosphorylation of Ser2, Ser5 and Ser7 in the C-terminal domain (CTD) repeats of RNA polymerase II as well as CTD associated termination factors Nrd1 and Pcf11 genome-wide in the budding yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,GSE23960,http://downloads.yeastgenome.org/published_datasets/Kim_2010_PMID_20835241/track_files/Kim_2010_RNA_PolII_23C_ChIP_chip_V64.bedgraph,transcription regulation,mRNA processing,mRNA processing,RNA_PolII_23C_ChIP_chip,RNA_PolII_23C_ChIP_chip_V64
20835241,Kim,"Bentley, David",University of Colorado School of Medicine,2010,GSM594151_29496002_ratio.gff corresponding to GEO sample record GSM594151 supplied by the authors upon remapping to genome version V64 (UCSC sacCer3); contains normalized RNA Polymerase II occupancy at 37C as measured by ChIP-chip.,"Kim et al. performed ChIP-chip to map the phosphorylation of Ser2, Ser5 and Ser7 in the C-terminal domain (CTD) repeats of RNA polymerase II as well as CTD associated termination factors Nrd1 and Pcf11 genome-wide in the budding yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,GSE23960,http://downloads.yeastgenome.org/published_datasets/Kim_2010_PMID_20835241/track_files/Kim_2010_RNA_PolII_37C_ChIP_chip_V64.bedgraph,transcription regulation,mRNA processing,mRNA processing,RNA_PolII_37C_ChIP_chip,RNA_PolII_37C_ChIP_chip_V64
